,Unnamed: 0,Unnamed: 0.1,Commodity, Weight in Kg, Price in Rs,date_of_purchase
26,26,Coriander leaves/மல்லி இலை, 1, 20,2014-2-26
27,27,Mint/புதினா, 1, 20,2014-2-26
28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-2-26
29,29,Garlic/பூண்டு, 1, 120-140,2014-2-26
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 188,2014-2-26
31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-2-26
32,32,SavSav/ சவ்சவ், 1, 16,2014-2-26
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 28,2014-3-26
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 08,2014-3-26
2,2,LadyFinger/வெண்டைக்காய், 1, 34,2014-3-26
3,3,SnakeGuard/புடலங்காய், 1, 18,2014-3-26
4,4,BitterGourd/பாகற்காய், 1, 24,2014-3-26
5,5,Bottlegourd/சுரைக்காய், 1, 10,2014-3-26
6,6,Pumpkin/பூசணிக்காய், 1, 14,2014-3-26
7,7,Bean/அவரை, 1, 34,2014-3-26
8,8,ClusterBeans/கொத்தவரை, 1, 22,2014-3-26
9,9,Red Chillies/குண்டு மிளகாய், 1, 30,2014-3-26
10,10,Onion/வெங்காயம், 1, 16,2014-3-26
11,11,Pallari/பல்லாரி, 1, 15,2014-3-26
12,12,Ginger/இஞ்சி, 1, 130,2014-3-26
13,13,Potato/உருளைக்கிழங்கு, 1, 22,2014-3-26
14,14,Radish/முள்ளங்கி, 1, 12,2014-3-26
15,15,Mango/மாங்காய், 1, 40,2014-3-26
16,16,Cabbage/முட்டைக்கோஸ், 1, 10,2014-3-26
17,17,Carrot/கேரட், 1, 18,2014-3-26
18,18,Beetroot/பீட்ரூட், 1, 14,2014-3-26
19,19,Soybeans/சோயாபீன்ஸ், 1, 60,2014-3-26
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 42,2014-3-26
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 65,2014-3-26
22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-3-26
23,23,Banana stem/வாழைத்தண்டு, 1, 07,2014-3-26
24,24,BananaFlower/வாழைப்பூ, 1, 07,2014-3-26
25,25,Curry leaves/கருவேப்பிலை, 1, 30,2014-3-26
26,26,Coriander leaves/மல்லி இலை, 1, 30,2014-3-26
27,27,Mint/புதினா, 1, 20,2014-3-26
28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-3-26
29,29,Garlic/பூண்டு, 1, 100-120,2014-3-26
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 188,2014-3-26
31,31,Papaya/ பப்பாளிப்பழம், 1, 24,2014-3-26
32,32,SavSav/ சவ்சவ், 1, 22,2014-3-26
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 32,2014-7-26
1,1,Tomotto ottu, 1, 42,2014-7-26
2,2,Ladys Finger, 1, 28,2014-7-26
3,3,Snake Guard, 1, 20,2014-7-26
4,4,Bitter Gourd, 1, 46,2014-7-26
5,5,Bottle gourd, 1, 16,2014-7-26
6,6,Pumpkin, 1, 24,2014-7-26
7,7,Bean, 1, 60,2014-7-26
8,8,Cluster Beans, 1, 20,2014-7-26
9,9,Red Chilies, 1, 65,2014-7-26
10,10,Onion, 1, 30,2014-7-26
11,11,Pallari, 1, 36,2014-7-26
12,12,Ginger, 1, 140,2014-7-26
13,13,Potato, 1, 32,2014-7-26
14,14,Radish, 1, 24,2014-7-26
15,15,Mango, 1, 20,2014-7-26
16,16,Cabbage, 1, 24,2014-7-26
17,17,Carrot, 1, 56,2014-7-26
18,18,Beetroot, 1, 50,2014-7-26
19,19,Soybeans, 1, 94,2014-7-26
20,20,Drumstick beans, 1, 60,2014-7-26
21,21,butter beans, 1, –,2014-7-26
22,22,Banana nut, 1 piece, 4,2014-7-26
23,23,Banana stem, 1, 8,2014-7-26
24,24,Banana Flower, 1, 6,2014-7-26
25,25,Curry leaves, 1, 20,2014-7-26
26,26,Coriander leaves, 1, 25,2014-7-26
27,27,Mint, 1, 20,2014-7-26
28,28,Greens Leaves, 1, 10,2014-7-26
29,29,Garlic, 1, 70-180,2014-7-26
30,30,Button Mushrooms, 1, 180,2014-7-26
31,31,Papaya, 1, 20,2014-7-26
32,32,SavSav, 1, 34,2014-7-26
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 28,2014-1-27
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 06,2014-1-27
2,2,LadyFinger/வெண்டைக்காய், 1, 32,2014-1-27
3,3,SnakeGuard/புடலங்காய், 1, 18,2014-1-27
4,4,BitterGourd/பாகற்காய், 1, 22,2014-1-27
5,5,Bottlegourd/சுரைக்காய், 1, 12,2014-1-27
6,6,Pumpkin/பூசணிக்காய், 1, 14,2014-1-27
7,7,Bean/அவரை, 1, 20,2014-1-27
8,8,ClusterBeans/கொத்தவரை, 1, 16,2014-1-27
9,9,Red Chillies/குண்டு மிளகாய், 1, 18,2014-1-27
10,10,Onion/வெங்காயம், 1, 20,2014-1-27
11,11,Pallari/பல்லாரி, 1, 20,2014-1-27
12,12,Ginger/இஞ்சி, 1, 90,2014-1-27
13,13,Potato/உருளைக்கிழங்கு, 1, 28,2014-1-27
14,14,Radish/முள்ளங்கி, 1, 16,2014-1-27
15,15,Mango/மாங்காய், 1, 40,2014-1-27
16,16,Cabbage/முட்டைக்கோஸ், 1, 12,2014-1-27
17,17,Carrot/கேரட், 1, 20,2014-1-27
18,18,Beetroot/பீட்ரூட், 1, 20,2014-1-27
19,19,Soybeans/சோயாபீன்ஸ், 1, 60,2014-1-27
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 30,2014-1-27
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 70,2014-1-27
22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-1-27
23,23,Banana stem/வாழைத்தண்டு, 1, 08,2014-1-27
24,24,BananaFlower/வாழைப்பூ, 1, 08,2014-1-27
25,25,Curry leaves/கருவேப்பிலை, 1, 20,2014-1-27
26,26,Coriander leaves/மல்லி இலை, 1, 30,2014-1-27
27,27,Mint/புதினா, 1, 30,2014-1-27
28,28,GreensLeaves/கீரைக்கட்டு, 1, 8,2014-1-27
29,29,Garlic/பூண்டு, 1, 120-140,2014-1-27
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 190,2014-1-27
31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-1-27
32,32,SavSav/ சவ்சவ், 1, 16,2014-1-27
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 30,2014-2-27
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 06,2014-2-27
2,2,LadyFinger/வெண்டைக்காய், 1, 34,2014-2-27
3,3,SnakeGuard/புடலங்காய், 1, 14,2014-2-27
4,4,BitterGourd/பாகற்காய், 1, 26,2014-2-27
5,5,Bottlegourd/சுரைக்காய், 1, 10,2014-2-27
6,6,Pumpkin/பூசணிக்காய், 1, 12,2014-2-27
7,7,Bean/அவரை, 1, 24,2014-2-27
8,8,ClusterBeans/கொத்தவரை, 1, 20,2014-2-27
9,9,Red Chillies/குண்டு மிளகாய், 1, 26,2014-2-27
10,10,Onion/வெங்காயம், 1, 18,2014-2-27
11,11,Pallari/பல்லாரி, 1, 14,2014-2-27
12,12,Ginger/இஞ்சி, 1, 90,2014-2-27
13,13,Potato/உருளைக்கிழங்கு, 1, 20,2014-2-27
14,14,Radish/முள்ளங்கி, 1, 14,2014-2-27
15,15,Mango/மாங்காய், 1, 60,2014-2-27
16,16,Cabbage/முட்டைக்கோஸ், 1, 12,2014-2-27
17,17,Carrot/கேரட், 1, 14,2014-2-27
18,18,Beetroot/பீட்ரூட், 1, 18,2014-2-27
19,19,Soybeans/சோயாபீன்ஸ், 1, 64,2014-2-27
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 36,2014-2-27
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 70,2014-2-27
22,22,Banana nut/வாழைக்காய், 1 piece, 04,2014-2-27
23,23,Banana stem/வாழைத்தண்டு, 1, 08,2014-2-27
24,24,BananaFlower/வாழைப்பூ, 1, 06,2014-2-27
25,25,Curry leaves/கருவேப்பிலை, 1, 30,2014-2-27
26,26,Coriander leaves/மல்லி இலை, 1, 20,2014-2-27
27,27,Mint/புதினா, 1, 20,2014-2-27
28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-2-27
29,29,Garlic/பூண்டு, 1, 80-140,2014-2-27
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 180,2014-2-27
31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-2-27
32,32,SavSav/ சவ்சவ், 1, 14,2014-2-27
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 28,2014-3-27
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 10,2014-3-27
2,2,LadyFinger/வெண்டைக்காய், 1, 36,2014-3-27
3,3,SnakeGuard/புடலங்காய், 1, 14,2014-3-27
4,4,BitterGourd/பாகற்காய், 1, 24,2014-3-27
5,5,Bottlegourd/சுரைக்காய், 1, 10,2014-3-27
6,6,Pumpkin/பூசணிக்காய், 1, 16,2014-3-27
7,7,Bean/அவரை, 1, 36,2014-3-27
8,8,ClusterBeans/கொத்தவரை, 1, 24,2014-3-27
9,9,Red Chillies/குண்டு மிளகாய், 1, 26,2014-3-27
10,10,Onion/வெங்காயம், 1, 16,2014-3-27
11,11,Pallari/பல்லாரி, 1, 14,2014-3-27
12,12,Ginger/இஞ்சி, 1, 130,2014-3-27
13,13,Potato/உருளைக்கிழங்கு, 1, 24,2014-3-27
14,14,Radish/முள்ளங்கி, 1, 14,2014-3-27
15,15,Mango/மாங்காய், 1, 34,2014-3-27
16,16,Cabbage/முட்டைக்கோஸ், 1, 10,2014-3-27
17,17,Carrot/கேரட், 1, 16,2014-3-27
18,18,Beetroot/பீட்ரூட், 1, 14,2014-3-27
19,19,Soybeans/சோயாபீன்ஸ், 1, 60,2014-3-27
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 44,2014-3-27
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 64,2014-3-27
22,22,Banana nut/வாழைக்காய், 1 piece, 04,2014-3-27
23,23,Banana stem/வாழைத்தண்டு, 1, 06,2014-3-27
24,24,BananaFlower/வாழைப்பூ, 1, 05,2014-3-27
25,25,Curry leaves/கருவேப்பிலை, 1, 30,2014-3-27
26,26,Coriander leaves/மல்லி இலை, 1, 30,2014-3-27
27,27,Mint/புதினா, 1, 20,2014-3-27
28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-3-27
29,29,Garlic/பூண்டு, 1, 80-120,2014-3-27
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 190,2014-3-27
31,31,Papaya/ பப்பாளிப்பழம், 1, 24,2014-3-27
32,32,SavSav/ சவ்சவ், 1, 22,2014-3-27
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 24,2014-5-27
1,1,Tomotto ottu, 1, 14,2014-5-27
2,2,LadyFinger, 1, 20,2014-5-27
3,3,SnakeGuard, 1, 24,2014-5-27
4,4,BitterGourd, 1, 34,2014-5-27
5,5,Bottlegourd, 1, 12,2014-5-27
6,6,Pumpkin, 1, 14,2014-5-27
7,7,Bean, 1, 60,2014-5-27
8,8,ClusterBeans, 1, 20,2014-5-27
9,9,Red Chillies, 1, 50,2014-5-27
10,10,Onion, 1, 24,2014-5-27
11,11,Pallari, 1, 18,2014-5-27
12,12,Ginger, 1, 125,2014-5-27
13,13,Potato, 1, 30,2014-5-27
14,14,Radish, 1, 18,2014-5-27
15,15,Mango, 1, 16,2014-5-27
16,16,Cabbage, 1, 16,2014-5-27
17,17,Carrot, 1, 30,2014-5-27
18,18,Beetroot, 1, 24,2014-5-27
19,19,Soybeans, 1, 110,2014-5-27
20,20,Drumstickbeans, 1, 54,2014-5-27
21,21,butterbeans, 1, –,2014-5-27
22,22,Banana nut, 1 piece, 04,2014-5-27
23,23,Banana stem, 1, 8,2014-5-27
24,24,BananaFlower, 1, 8,2014-5-27
25,25,Curry leaves, 1, 40,2014-5-27
26,26,Coriander leaves, 1, 35,2014-5-27
27,27,Mint, 1, 30,2014-5-27
28,28,GreensLeaves, 1, 10,2014-5-27
29,29,Garlic, 1, 100-120,2014-5-27
30,30,ButtonMushrooms, 1, 188,2014-5-27
31,31,Papaya, 1, 26,2014-5-27
32,32,SavSav, 1, 30,2014-5-27
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 54,2014-6-27
1,1,Tomotto ottu, 1, 14,2014-6-27
2,2,LadyFinger, 1, 36,2014-6-27
3,3,SnakeGuard, 1, 24,2014-6-27
4,4,BitterGourd, 1, 40,2014-6-27
5,5,Bottlegourd, 1, 14,2014-6-27
6,6,Pumpkin, 1, 20,2014-6-27
7,7,Bean, 1, 64,2014-6-27
8,8,ClusterBeans, 1, 20,2014-6-27
9,9,Red Chillies, 1, 36,2014-6-27
10,10,Onion, 1, 24,2014-6-27
11,11,Pallari, 1, 26,2014-6-27
12,12,Ginger, 1, 120,2014-6-27
13,13,Potato, 1, 30,2014-6-27
14,14,Radish, 1, 24,2014-6-27
15,15,Mango, 1, 14,2014-6-27
16,16,Cabbage, 1, 24,2014-6-27
17,17,Carrot, 1, 38,2014-6-27
18,18,Beetroot, 1, 34,2014-6-27
19,19,Soybeans, 1, 110,2014-6-27
20,20,Drumstickbeans, 1, 70,2014-6-27
21,21,butterbeans, 1, –,2014-6-27
22,22,Banana nut, 1 piece, 4,2014-6-27
23,23,Banana stem, 1, 10,2014-6-27
24,24,BananaFlower, 1, 6,2014-6-27
25,25,Curry leaves, 1, 20,2014-6-27
26,26,Coriander leaves, 1, 50,2014-6-27
27,27,Mint, 1, 30,2014-6-27
28,28,GreensLeaves, 1, 10,2014-6-27
29,29,Garlic, 1, 100-120,2014-6-27
30,30,ButtonMushrooms, 1, 180,2014-6-27
31,31,Papaya, 1, 20,2014-6-27
32,32,SavSav, 1, 36,2014-6-27
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 36,2014-7-27
1,1,Tomotto ottu, 1, 42,2014-7-27
2,2,Ladys Finger, 1, 30,2014-7-27
3,3,Snake Guard, 1, 24,2014-7-27
4,4,Bitter Gourd, 1, 44,2014-7-27
5,5,Bottle gourd, 1, 16,2014-7-27
6,6,Pumpkin, 1, 20,2014-7-27
7,7,Bean, 1, 70,2014-7-27
8,8,Cluster Beans, 1, 20,2014-7-27
9,9,Red Chilies, 1, 70,2014-7-27
10,10,Onion, 1, 34,2014-7-27
11,11,Pallari, 1, 36,2014-7-27
12,12,Ginger, 1, 140,2014-7-27
13,13,Potato, 1, 32,2014-7-27
14,14,Radish, 1, 24,2014-7-27
15,15,Mango, 1, 20,2014-7-27
16,16,Cabbage, 1, 24,2014-7-27
17,17,Carrot, 1, 50,2014-7-27
18,18,Beetroot, 1, 46,2014-7-27
19,19,Soybeans, 1, 94,2014-7-27
20,20,Drumstick beans, 1, 60,2014-7-27
21,21,butter beans, 1, –,2014-7-27
22,22,Banana nut, 1 piece, 4,2014-7-27
23,23,Banana stem, 1, 8,2014-7-27
24,24,Banana Flower, 1, 6,2014-7-27
25,25,Curry leaves, 1, 20,2014-7-27
26,26,Coriander leaves, 1, 25,2014-7-27
27,27,Mint, 1, 25,2014-7-27
28,28,Greens Leaves, 1, 10,2014-7-27
29,29,Garlic, 1, 70-180,2014-7-27
30,30,Button Mushrooms, 1, 180,2014-7-27
31,31,Papaya, 1, 24,2014-7-27
32,32,SavSav, 1, 30,2014-7-27
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 28,2014-1-28
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 06,2014-1-28
2,2,LadyFinger/வெண்டைக்காய், 1, 30,2014-1-28
3,3,SnakeGuard/புடலங்காய், 1, 18,2014-1-28
4,4,BitterGourd/பாகற்காய், 1, 20,2014-1-28
5,5,Bottlegourd/சுரைக்காய், 1, 12,2014-1-28
6,6,Pumpkin/பூசணிக்காய், 1, 14,2014-1-28
7,7,Bean/அவரை, 1, 18,2014-1-28
8,8,ClusterBeans/கொத்தவரை, 1, 16,2014-1-28
9,9,Red Chillies/குண்டு மிளகாய், 1, 16,2014-1-28
10,10,Onion/வெங்காயம், 1, 20,2014-1-28
11,11,Pallari/பல்லாரி, 1, 20,2014-1-28
12,12,Ginger/இஞ்சி, 1, 90,2014-1-28
13,13,Potato/உருளைக்கிழங்கு, 1, 26,2014-1-28
14,14,Radish/முள்ளங்கி, 1, 14,2014-1-28
15,15,Mango/மாங்காய், 1, 40,2014-1-28
16,16,Cabbage/முட்டைக்கோஸ், 1, 12,2014-1-28
17,17,Carrot/கேரட், 1, 20,2014-1-28
18,18,Beetroot/பீட்ரூட், 1, 20,2014-1-28
19,19,Soybeans/சோயாபீன்ஸ், 1, 60,2014-1-28
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 32,2014-1-28
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 64,2014-1-28
22,22,Banana nut/வாழைக்காய், 1 piece, 03,2014-1-28
23,23,Banana stem/வாழைத்தண்டு, 1, 07,2014-1-28
24,24,BananaFlower/வாழைப்பூ, 1, 07,2014-1-28
25,25,Curry leaves/கருவேப்பிலை, 1, 20,2014-1-28
26,26,Coriander leaves/மல்லி இலை, 1, 35,2014-1-28
27,27,Mint/புதினா, 1, 30,2014-1-28
28,28,GreensLeaves/கீரைக்கட்டு, 1, 8,2014-1-28
29,29,Garlic/பூண்டு, 1, 100-120,2014-1-28
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 188,2014-1-28
31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-1-28
32,32,SavSav/ சவ்சவ், 1, 16,2014-1-28
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 28,2014-2-28
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 06,2014-2-28
2,2,LadyFinger/வெண்டைக்காய், 1, 32,2014-2-28
3,3,SnakeGuard/புடலங்காய், 1, 14,2014-2-28
4,4,BitterGourd/பாகற்காய், 1, 20,2014-2-28
5,5,Bottlegourd/சுரைக்காய், 1, 10,2014-2-28
6,6,Pumpkin/பூசணிக்காய், 1, 12,2014-2-28
7,7,Bean/அவரை, 1, 24,2014-2-28
8,8,ClusterBeans/கொத்தவரை, 1, 20,2014-2-28
9,9,Red Chillies/குண்டு மிளகாய், 1, 26,2014-2-28
10,10,Onion/வெங்காயம், 1, 18,2014-2-28
11,11,Pallari/பல்லாரி, 1, 14,2014-2-28
12,12,Ginger/இஞ்சி, 1, 90,2014-2-28
13,13,Potato/உருளைக்கிழங்கு, 1, 22,2014-2-28
14,14,Radish/முள்ளங்கி, 1, 12,2014-2-28
15,15,Mango/மாங்காய், 1, 60,2014-2-28
16,16,Cabbage/முட்டைக்கோஸ், 1, 10,2014-2-28
17,17,Carrot/கேரட், 1, 14,2014-2-28
18,18,Beetroot/பீட்ரூட், 1, 16,2014-2-28
19,19,Soybeans/சோயாபீன்ஸ், 1, 64,2014-2-28
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 36,2014-2-28
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 70,2014-2-28
22,22,Banana nut/வாழைக்காய், 1 piece, 04,2014-2-28
23,23,Banana stem/வாழைத்தண்டு, 1, 06,2014-2-28
24,24,BananaFlower/வாழைப்பூ, 1, 05,2014-2-28
25,25,Curry leaves/கருவேப்பிலை, 1, 25,2014-2-28
26,26,Coriander leaves/மல்லி இலை, 1, 20,2014-2-28
27,27,Mint/புதினா, 1, 23,2014-2-28
28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-2-28
29,29,Garlic/பூண்டு, 1, 80-140,2014-2-28
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 180,2014-2-28
31,31,Papaya/ பப்பாளிப்பழம், 1, 20,2014-2-28
32,32,SavSav/ சவ்சவ், 1, 14,2014-2-28
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal/கத்தரிக்காய், 1, 30,2014-3-28
1,1,Tomotto ottu/தக்காளி ஒட்டு, 1, 08,2014-3-28
2,2,LadyFinger/வெண்டைக்காய், 1, 34,2014-3-28
3,3,SnakeGuard/புடலங்காய், 1, 20,2014-3-28
4,4,BitterGourd/பாகற்காய், 1, 26,2014-3-28
5,5,Bottlegourd/சுரைக்காய், 1, 10,2014-3-28
6,6,Pumpkin/பூசணிக்காய், 1, 16,2014-3-28
7,7,Bean/அவரை, 1, 36,2014-3-28
8,8,ClusterBeans/கொத்தவரை, 1, 24,2014-3-28
9,9,Red Chillies/குண்டு மிளகாய், 1, 24,2014-3-28
10,10,Onion/வெங்காயம், 1, 16,2014-3-28
11,11,Pallari/பல்லாரி, 1, 15,2014-3-28
12,12,Ginger/இஞ்சி, 1, 130,2014-3-28
13,13,Potato/உருளைக்கிழங்கு, 1, 22,2014-3-28
14,14,Radish/முள்ளங்கி, 1, 14,2014-3-28
15,15,Mango/மாங்காய், 1, 30,2014-3-28
16,16,Cabbage/முட்டைக்கோஸ், 1, 10,2014-3-28
17,17,Carrot/கேரட், 1, 16,2014-3-28
18,18,Beetroot/பீட்ரூட், 1, 12,2014-3-28
19,19,Soybeans/சோயாபீன்ஸ், 1, 60,2014-3-28
20,20,Drumstickbeans/முருங்கைபீன்ஸ், 1, 56,2014-3-28
21,21,butterbeans/பட்டர்பீன்ஸ், 1, 74,2014-3-28
22,22,Banana nut/வாழைக்காய், 1 piece, 04,2014-3-28
23,23,Banana stem/வாழைத்தண்டு, 1, 06,2014-3-28
24,24,BananaFlower/வாழைப்பூ, 1, 05,2014-3-28
25,25,Curry leaves/கருவேப்பிலை, 1, 30,2014-3-28
26,26,Coriander leaves/மல்லி இலை, 1, 30,2014-3-28
27,27,Mint/புதினா, 1, 20,2014-3-28
28,28,GreensLeaves/கீரைக்கட்டு, 1, 08,2014-3-28
29,29,Garlic/பூண்டு, 1, 60-120,2014-3-28
30,30,ButtonMushrooms/ பட்டன்காளான், 1, 190,2014-3-28
31,31,Papaya/ பப்பாளிப்பழம், 1, 22,2014-3-28
32,32,SavSav/ சவ்சவ், 1, 24,2014-3-28
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 28,2014-4-28
1,1,Tomotto ottu, 1, 16,2014-4-28
2,2,LadyFinger, 1, 24,2014-4-28
3,3,SnakeGuard, 1, 22,2014-4-28
4,4,BitterGourd, 1, 34,2014-4-28
5,5,Bottlegourd, 1, 12,2014-4-28
6,6,Pumpkin, 1, 16,2014-4-28
7,7,Bean, 1, 44,2014-4-28
8,8,ClusterBeans, 1, 26,2014-4-28
9,9,Red Chillies, 1, 70,2014-4-28
10,10,Onion, 1, 24,2014-4-28
11,11,Pallari, 1, 18,2014-4-28
12,12,Ginger, 1, 140,2014-4-28
13,13,Potato, 1, 28,2014-4-28
14,14,Radish, 1, 16,2014-4-28
15,15,Mango, 1, 22,2014-4-28
16,16,Cabbage, 1, 14,2014-4-28
17,17,Carrot, 1, 28,2014-4-28
18,18,Beetroot, 1, 24,2014-4-28
19,19,Soybeans, 1, 100,2014-4-28
20,20,Drumstickbeans, 1, 54,2014-4-28
21,21,butterbeans, 1, –,2014-4-28
22,22,Banana nut, 1 piece, 04,2014-4-28
23,23,Banana stem, 1, 08,2014-4-28
24,24,BananaFlower, 1, 06,2014-4-28
25,25,Curry leaves, 1, 40,2014-4-28
26,26,Coriander leaves, 1, 35,2014-4-28
27,27,Mint, 1, 30,2014-4-28
28,28,GreensLeaves, 1, 10,2014-4-28
29,29,Garlic, 1, 100-120,2014-4-28
30,30,ButtonMushrooms, 1, 180,2014-4-28
31,31,Papaya, 1, 22,2014-4-28
32,32,SavSav, 1, 30,2014-4-28
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 20,2014-5-28
1,1,Tomotto ottu, 1, 14,2014-5-28
2,2,LadyFinger, 1, 20,2014-5-28
3,3,SnakeGuard, 1, 24,2014-5-28
4,4,BitterGourd, 1, 36,2014-5-28
5,5,Bottlegourd, 1, 12,2014-5-28
6,6,Pumpkin, 1, 16,2014-5-28
7,7,Bean, 1, 64,2014-5-28
8,8,ClusterBeans, 1, 20,2014-5-28
9,9,Red Chillies, 1, 54,2014-5-28
10,10,Onion, 1, 20,2014-5-28
11,11,Pallari, 1, 22,2014-5-28
12,12,Ginger, 1, 120,2014-5-28
13,13,Potato, 1, 30,2014-5-28
14,14,Radish, 1, 18,2014-5-28
15,15,Mango, 1, 16,2014-5-28
16,16,Cabbage, 1, 16,2014-5-28
17,17,Carrot, 1, 30,2014-5-28
18,18,Beetroot, 1, 24,2014-5-28
19,19,Soybeans, 1, 110,2014-5-28
20,20,Drumstickbeans, 1, 54,2014-5-28
21,21,butterbeans, 1, –,2014-5-28
22,22,Banana nut, 1 piece, 04,2014-5-28
23,23,Banana stem, 1, 8,2014-5-28
24,24,BananaFlower, 1, 8,2014-5-28
25,25,Curry leaves, 1, 35,2014-5-28
26,26,Coriander leaves, 1, 30,2014-5-28
27,27,Mint, 1, 30,2014-5-28
28,28,GreensLeaves, 1, 10,2014-5-28
29,29,Garlic, 1, 100-120,2014-5-28
30,30,ButtonMushrooms, 1, 188,2014-5-28
31,31,Papaya, 1, 24,2014-5-28
32,32,SavSav, 1, 28,2014-5-28
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
0,0,Brinjal, 1, 34,2014-7-28
1,1,Tomotto ottu, 1, 42,2014-7-28
2,2,Ladys Finger, 1, 30,2014-7-28
3,3,Snake Guard, 1, 24,2014-7-28
4,4,Bitter Gourd, 1, 46,2014-7-28
5,5,Bottle gourd, 1, 14,2014-7-28
6,6,Pumpkin, 1, 20,2014-7-28
7,7,Bean, 1, 70,2014-7-28
8,8,Cluster Beans, 1, 22,2014-7-28
9,9,Red Chilies, 1, 70,2014-7-28
10,10,Onion, 1, 32,2014-7-28
11,11,Pallari, 1, 34,2014-7-28
12,12,Ginger, 1, 140,2014-7-28
13,13,Potato, 1, 38,2014-7-28
14,14,Radish, 1, 24,2014-7-28
15,15,Mango, 1, 20,2014-7-28
16,16,Cabbage, 1, 24,2014-7-28
17,17,Carrot, 1, 50,2014-7-28
18,18,Beetroot, 1, 46,2014-7-28
19,19,Soybeans, 1, 80,2014-7-28
20,20,Drumstick beans, 1, 50,2014-7-28
21,21,butter beans, 1, –,2014-7-28
22,22,Banana nut, 1 piece, 4,2014-7-28
23,23,Banana stem, 1, 8,2014-7-28
24,24,Banana Flower, 1, 6,2014-7-28
25,25,Curry leaves, 1, 20,2014-7-28
26,26,Coriander leaves, 1, 25,2014-7-28
27,27,Mint, 1, 25,2014-7-28
28,28,Greens Leaves, 1, 10,2014-7-28
29,29,Garlic, 1, 70-180,2014-7-28
30,30,Button Mushrooms, 1, 180,2014-7-28
31,31,Papaya, 1, 20,2014-7-28
32,32,SavSav, 1, 30,2014-7-28
,Unnamed: 0,Commodity, Weight in Kg, Price in Rs,date_of_purchase
