Commodity, Weight in Kg, Price in Rs,Date
Tomato/Thakkali 1st Quality, 1, 15 to 20,2017-09-16
Tomato/Thakkali 2nd Quality, 1, 10,2017-09-16
Small Onion, 1, 60 to 70,2017-09-16
Bellary (Big Onion), 1, 20 to 25,2017-09-16
Beans 1st Quality, –, 40 to 45,2017-09-16
Beans 2nd Quality, 1, 35 to 40,2017-09-16
Carrot 1st Quality, 1, 38 to 40,2017-09-16
Carrot 2nd Quality, 1, 33 to 35,2017-09-16
Vendai Kai/Lady Finger, 1, 6,2017-09-16
Maram Murungai, 1, 42,2017-09-16
Chedi Murungai, 1, 35,2017-09-16
Avarai Ottu, 1, 35,2017-09-16
Pachai Payaru, 1, 10,2017-09-16
Vellai Payaru, 1, 15,2017-09-16
Suraikai, 1, 1.50,2017-09-16
Beetroot, 1, 15,2017-09-16
Sunami Sambar, 1, 30,2017-09-16
Pusanikai, 1, 10,2017-09-16
Kalla Manga/Mango, 1, 35,2017-09-16
Orutu Manga/Mango, 1, 55,2017-09-16
Potato 1st Quality, 1, 10 to 15,2017-09-16
Potato 2nd Quality, 1, 10,2017-09-16
Coconut 1st Quality, –, 43,2017-09-16
Coconut 2nd Quality, –, 38,2017-09-16
Green Chilli, 1, 16 to. 22,2017-09-16
Cauliflower 1st Quality, –, 20 to 25,2017-09-16
Cauliflower 2nd Quality, –, 15 to 20,2017-09-16
Katharikai Pachai, 1, 15,2017-09-16
Katharikai ootha, 1, 20,2017-09-16
Valai Thar, –, 26 to 30,2017-09-16
Karuveppilai/Curry Leaf, 1 Kattu, 10 to 15,2017-09-16
Pudalangai/Snake gourd 1st Quality, 1, 10,2017-09-16
Pudalangai/Snake gourd 2nd Quality, 1, –,2017-09-16
Kothamalli 1st Quality, 1 kattu, 80,2017-09-16
Kothamalli 2nd Quality, 1 kattu, 75,2017-09-16
Mullangi 1st Quality, 1, 10 to 15,2017-09-16
Mullangi 2nd Quality, 1, 10,2017-09-16
Inji/Ginger, 1, 20,2017-09-16
Butter Beans, 1, 120,2017-09-16
Mutta Kose, 1, 10 to 15,2017-09-16
Pachai Pattani, 1, 120,2017-09-16
Pakarkai, 1, 16 to 18,2017-09-16
Nookal, 1, 40,2017-09-16
Chaw Chaw, 1, 15,2017-09-16
Kovakkai, 1, 15,2017-09-16
Kothavarangai, 1, 12,2017-09-16
Nellikai, 1, 30,2017-09-16
Narthangai, 1, 30,2017-09-16
Vellarikai, 1, 15,2017-09-16
Lemon, 1, 25 to 30,2017-02-14
Tomato/Thakkali 1st Quality, 1, 20 to 25,2017-02-14
Tomato/Thakkali 2nd Quality, 1, 15 to 20,2017-02-14
Small Onion, 1, 25 to 30,2017-02-14
Bellary (Big Onion), 1, 10 to 12,2017-02-14
Beans 1st Quality, –, 42 to 52,2017-02-14
Beans 2nd Quality, 1, 37 to 47,2017-02-14
Carrot 1st Quality, 1, 20 to 25,2017-02-14
Carrot 2nd Quality, 1, 15 to 20,2017-02-14
Vendai Kai/Lady Finger, 1, 40 to 45,2017-02-14
Maram Murungai, 1, 30,2017-02-14
Chedi Murungai, 1, 12 to 14,2017-02-14
Avarai Ottu, 1, 30,2017-02-14
Pachai Payaru, 1, 45,2017-02-14
Vellai Payaru, 1, 34,2017-02-14
Suraikai, 1, 9,2017-02-14
Beetroot, 1, 8,2017-02-14
Sunami Sambar, 1, 20 to 25,2017-02-14
Pusanikai, 1, 8 to 9,2017-02-14
Kalla Manga/Mango, 1, 22,2017-02-14
Orutu Manga/Mango, 1, 12 to 15,2017-02-14
Potato 1st Quality, 1, 15 to 20,2017-02-14
Potato 2nd Quality, 1, 10 to 15,2017-02-14
Coconut 1st Quality, –, 32 to 34,2017-02-14
Coconut 2nd Quality, –, 27 to 29,2017-02-14
Green Chilli, 1, 13 to 14,2017-02-14
Cauliflower 1st Quality, –, 15 to 20,2017-02-14
Cauliflower 2nd Quality, –, 10 to 15,2017-02-14
Katharikai Pachai, 1, 30 to 35,2017-02-14
Katharikai ootha, 1, 20 to 25,2017-02-14
Valai Thar, –, 25 to 30,2017-02-14
Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-02-14
Pudalangai/Snake gourd 1st Quality, 1, 30,2017-02-14
Pudalangai/Snake gourd 2nd Quality, 1, 25,2017-02-14
Kothamalli 1st Quality, 1 kattu, 15,2017-02-14
Kothamalli 2nd Quality, 1 kattu, 10,2017-02-14
Mullangi 1st Quality, 1, 15 to 20,2017-02-14
Mullangi 2nd Quality, 1, 10 to 15,2017-02-14
Inji/Ginger, 1, 25 to 30,2017-02-14
Butter Beans, 1, 60 to 80,2017-02-14
Mutta Kose, 1, 8 to 10,2017-02-14
Pachai Pattani, 1, 30,2017-02-14
Pakarkai, 1, 30,2017-02-14
Nookal, 1, 15,2017-02-14
Chaw Chaw, 1, 15,2017-02-14
Kovakkai, 1, 25,2017-02-14
Kothavarangai, 1, 40 to 45,2017-02-14
Lemon, 1, 60 to 70,2017-10-21
Tomato/Thakkali 1st Quality, 1, 30 to 35,2017-10-21
Tomato/Thakkali 2nd Quality, 1, 25 to 30,2017-10-21
Small Onion, 1, 110 to 120,2017-10-21
Bellary (Big Onion), 1, 30 to 35,2017-10-21
Beans 1st Quality, –, 50 to 55,2017-10-21
Beans 2nd Quality, 1, 45 to 50,2017-10-21
Carrot 1st Quality, 1, 55 to 60,2017-10-21
Carrot 2nd Quality, 1, 50 to 55,2017-10-21
Vendai Kai/Lady Finger, 1, 10,2017-10-21
Maram Murungai, 1, 160,2017-10-21
Chedi Murungai, 1, 120 to 140,2017-10-21
Avarai Ottu, 1, 35 to 40,2017-10-21
Pachai Payaru, 1, 25,2017-10-21
Vellai Payaru, 1, 16,2017-10-21
Suraikai, 1, 5,2017-10-21
Beetroot, 1, 28,2017-10-21
Sunami Sambar, 1, 8,2017-10-21
Pusanikai, 1, 9,2017-10-21
Kalla Manga/Mango, 1, 60,2017-10-21
Orutu Manga/Mango, 1, 65,2017-10-21
Potato 1st Quality, 1, 16 to 18,2017-10-21
Potato 2nd Quality, 1, 15,2017-10-21
Coconut 1st Quality, –, 40 to 42,2017-10-21
Coconut 2nd Quality, –, 35,2017-10-21
Green Chilli, 1, 35 to 40,2017-10-21
Cauliflower 1st Quality, –, 30 to 35,2017-10-21
Cauliflower 2nd Quality, –, 25 to 30,2017-10-21
Katharikai Pachai, 1, 30 to 35,2017-10-21
Katharikai ootha, 1, 35,2017-10-21
Valai Thar, –, 26,2017-10-21
Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-10-21
Pudalangai/Snake gourd 1st Quality, 1, 7,2017-10-21
Pudalangai/Snake gourd 2nd Quality, 1, –,2017-10-21
Kothamalli 1st Quality, 1 kattu, 60 to 70,2017-10-21
Kothamalli 2nd Quality, 1 kattu, 55 to 65,2017-10-21
Mullangi 1st Quality, 1, 35,2017-10-21
Mullangi 2nd Quality, 1, 30,2017-10-21
Inji/Ginger, 1, 30 to 40,2017-10-21
Butter Beans, 1, 160,2017-10-21
Mutta Kose, 1, 35 to 40,2017-10-21
Pachai Pattani, 1, 150,2017-10-21
Pakarkai, 1, 15,2017-10-21
Nookal, 1, 30,2017-10-21
Chaw Chaw, 1, 15,2017-10-21
Kovakkai, 1, 27,2017-10-21
Kothavarangai, 1, 17,2017-10-21
Nellikai, 1, 20 to 30,2017-10-21
Narthangai, 1, 35 to 40,2017-10-21
Vellarikai, 1, 23 to 25,2017-10-21
Lemon, 1, 50 to65,2017-05-18
Tomato/Thakkali 1st Quality, 1, 10 to13,2017-05-18
Tomato/Thakkali 2nd Quality, 1, –,2017-05-18
Small Onion, 1, 90 to110,2017-05-18
Bellary (Big Onion), 1, 12 to13,2017-05-18
Beans 1st Quality, –, 75 to80,2017-05-18
Beans 2nd Quality, 1, 70 to75,2017-05-18
Carrot 1st Quality, 1, 65 to70,2017-05-18
Carrot 2nd Quality, 1, 60 to65,2017-05-18
Vendai Kai/Lady Finger, 1, 15,2017-05-18
Maram Murungai, 1, 18 to32,2017-05-18
Chedi Murungai, 1, 27,2017-05-18
Avarai Ottu, 1, 25 to75,2017-05-18
Pachai Payaru, 1, 20,2017-05-18
Vellai Payaru, 1, 30,2017-05-18
Suraikai, 1, 8,2017-05-18
Beetroot, 1, 28 to50,2017-05-18
Sunami Sambar, 1, 15,2017-05-18
Pusanikai, 1, 8 to10,2017-05-18
Kalla Manga/Mango, 1, 9,2017-05-18
Orutu Manga/Mango, 1, 7,2017-05-18
Potato 1st Quality, 1, 18 to20,2017-05-18
Potato 2nd Quality, 1, 13 to15,2017-05-18
Coconut 1st Quality, –, 25,2017-05-18
Coconut 2nd Quality, –, 20,2017-05-18
Green Chilli, 1, 49 to 50,2017-05-18
Cauliflower 1st Quality, –, 25,2017-05-18
Cauliflower 2nd Quality, –, 20,2017-05-18
Katharikai Pachai, 1, 20,2017-05-18
Katharikai ootha, 1, 25,2017-05-18
Valai Thar, –, 25,2017-05-18
Karuveppilai/Curry Leaf, 1 Kattu, 25 to30,2017-05-18
Pudalangai/Snake gourd 1st Quality, 1, 28 to35,2017-05-18
Pudalangai/Snake gourd 2nd Quality, 1, 23 to30,2017-05-18
Kothamalli 1st Quality, 1 kattu, 70 to80,2017-05-18
Kothamalli 2nd Quality, 1 kattu, 65 to75,2017-05-18
Mullangi 1st Quality, 1, 25,2017-05-18
Mullangi 2nd Quality, 1, 20,2017-05-18
Inji/Ginger, 1, 25 to30,2017-05-18
Butter Beans, 1, 200,2017-05-18
Mutta Kose, 1, 20to30,2017-05-18
Pachai Pattani, 1, 250,2017-05-18
Pakarkai, 1, 45 to50,2017-05-18
Nookal, 1, 30,2017-05-18
Chaw Chaw, 1, 25 to30,2017-05-18
Kovakkai, 1, 18. to 25,2017-05-18
Kothavarangai, 1, 20 to15,2017-05-18
Nellikai, 1, 45,2017-05-18
Narthangai, 1, 70,2017-05-18
Vellarikai, 1, 18 to25,2017-05-18
Lemon, 1, 40 to 50,2017-09-28
Tomato/Thakkali 1st Quality, 1, 10 to 15,2017-09-28
Tomato/Thakkali 2nd Quality, 1, 10,2017-09-28
Small Onion, 1, 70 to 80,2017-09-28
Bellary (Big Onion), 1, 20 to 25,2017-09-28
Beans 1st Quality, –, 50 to 60,2017-09-28
Beans 2nd Quality, 1, 45 to 50,2017-09-28
Carrot 1st Quality, 1, 30 to 35,2017-09-28
Carrot 2nd Quality, 1, 25 to 30,2017-09-28
Vendai Kai/Lady Finger, 1, 11,2017-09-28
Maram Murungai, 1, 65,2017-09-28
Chedi Murungai, 1, 45 to 55,2017-09-28
Avarai Ottu, 1, 55,2017-09-28
Pachai Payaru, 1, 28,2017-09-28
Vellai Payaru, 1, 35,2017-09-28
Suraikai, 1, 3,2017-09-28
Beetroot, 1, 22,2017-09-28
Sunami Sambar, 1, 6,2017-09-28
Pusanikai, 1, 10,2017-09-28
Kalla Manga/Mango, 1, 35,2017-09-28
Orutu Manga/Mango, 1, 40,2017-09-28
Potato 1st Quality, 1, 18 to 20,2017-09-28
Potato 2nd Quality, 1, 15,2017-09-28
Coconut 1st Quality, –, 42,2017-09-28
Coconut 2nd Quality, –, 35,2017-09-28
Green Chilli, 1, 15 to 20,2017-09-28
Cauliflower 1st Quality, –, 20,2017-09-28
Cauliflower 2nd Quality, –, 15,2017-09-28
Katharikai Pachai, 1, 40,2017-09-28
Katharikai ootha, 1, 25,2017-09-28
Valai Thar, –, 26,2017-09-28
Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-09-28
Pudalangai/Snake gourd 1st Quality, 1, 11,2017-09-28
Pudalangai/Snake gourd 2nd Quality, 1, –,2017-09-28
Kothamalli 1st Quality, 1 kattu, 120,2017-09-28
Kothamalli 2nd Quality, 1 kattu, 100,2017-09-28
Mullangi 1st Quality, 1, 20,2017-09-28
Mullangi 2nd Quality, 1, 15,2017-09-28
Inji/Ginger, 1, 40to 50,2017-09-28
Butter Beans, 1, 90 to 100,2017-09-28
Mutta Kose, 1, 15 to 20,2017-09-28
Pachai Pattani, 1, 100,2017-09-28
Pakarkai, 1, 28,2017-09-28
Nookal, 1, 30 to 40,2017-09-28
Chaw Chaw, 1, 12,2017-09-28
Kovakkai, 1, 23,2017-09-28
Kothavarangai, 1, 15,2017-09-28
Nellikai, 1, 30,2017-09-28
Narthangai, 1, 30,2017-09-28
Vellarikai, 1, 20,2017-09-28
Lemon, 1, 65,2017-05-31
Tomato/Thakkali 1st Quality, 1, 15 to20,2017-05-31
Tomato/Thakkali 2nd Quality, 1, 10,2017-05-31
Small Onion, 1, 80 to100,2017-05-31
Bellary (Big Onion), 1, 12 to13,2017-05-31
Beans 1st Quality, –, 40 to60,2017-05-31
Beans 2nd Quality, 1, 35 to55,2017-05-31
Carrot 1st Quality, 1, 60 to70,2017-05-31
Carrot 2nd Quality, 1, 55 to65,2017-05-31
Vendai Kai/Lady Finger, 1, 12 to14,2017-05-31
Maram Murungai, 1, 10 to14,2017-05-31
Chedi Murungai, 1, 18,2017-05-31
Avarai Ottu, 1, 25 to65,2017-05-31
Pachai Payaru, 1, 20,2017-05-31
Vellai Payaru, 1, 15,2017-05-31
Suraikai, 1, 8 to9,2017-05-31
Beetroot, 1, 25 to28,2017-05-31
Sunami Sambar, 1, 12 to15,2017-05-31
Pusanikai, 1, 6 tp7,2017-05-31
Kalla Manga/Mango, 1, 7,2017-05-31
Orutu Manga/Mango, 1, 11,2017-05-31
Potato 1st Quality, 1, 15 to20,2017-05-31
Potato 2nd Quality, 1, 10 to15,2017-05-31
Coconut 1st Quality, –, 25,2017-05-31
Coconut 2nd Quality, –, 20,2017-05-31
Green Chilli, 1, 35 to45,2017-05-31
Cauliflower 1st Quality, –, 25 to30,2017-05-31
Cauliflower 2nd Quality, –, 20 to25,2017-05-31
Katharikai Pachai, 1, 35 to40,2017-05-31
Katharikai ootha, 1, 35,2017-05-31
Valai Thar, –, 35,2017-05-31
Karuveppilai/Curry Leaf, 1 Kattu, 25,2017-05-31
Pudalangai/Snake gourd 1st Quality, 1, 25 to30,2017-05-31
Pudalangai/Snake gourd 2nd Quality, 1, 20 to25,2017-05-31
Kothamalli 1st Quality, 1 kattu, 15 to20,2017-05-31
Kothamalli 2nd Quality, 1 kattu, 150 to180,2017-05-31
Mullangi 1st Quality, 1, 30,2017-05-31
Mullangi 2nd Quality, 1, 25,2017-05-31
Inji/Ginger, 1, 25 to30,2017-05-31
Butter Beans, 1, 180 to 200,2017-05-31
Mutta Kose, 1, 18 to20,2017-05-31
Pachai Pattani, 1, 200,2017-05-31
Pakarkai, 1, 25 to50,2017-05-31
Nookal, 1, 45 to50,2017-05-31
Chaw Chaw, 1, 25 to30,2017-05-31
Kovakkai, 1, 25,2017-05-31
Kothavarangai, 1, 25,2017-05-31
Nellikai, 1, 45 to50,2017-05-31
Narthangai, 1, 45 to 50,2017-05-31
Vellarikai, 1, 35,2017-05-31
Lemon, 1, 30 to 40,2017-07-26
Tomato/Thakkali 1st Quality, 1, 70,2017-07-26
Tomato/Thakkali 2nd Quality, 1, 65,2017-07-26
Small Onion, 1, 70 to 80,2017-07-26
Bellary (Big Onion), 1, 12 to 13,2017-07-26
Beans 1st Quality, –, 45 to 65,2017-07-26
Beans 2nd Quality, 1, 40 to 60,2017-07-26
Carrot 1st Quality, 1, 50 to 55,2017-07-26
Carrot 2nd Quality, 1, 45 to 50,2017-07-26
Vendai Kai/Lady Finger, 1, 35,2017-07-26
Maram Murungai, 1, 32,2017-07-26
Chedi Murungai, 1, 25,2017-07-26
Avarai Ottu, 1, 45 to 48,2017-07-26
Pachai Payaru, 1, 30,2017-07-26
Vellai Payaru, 1, 20,2017-07-26
Suraikai, 1, 10,2017-07-26
Beetroot, 1, 20,2017-07-26
Sunami Sambar, 1, 15,2017-07-26
Pusanikai, 1, 7,2017-07-26
Kalla Manga/Mango, 1, 32,2017-07-26
Orutu Manga/Mango, 1, 25,2017-07-26
Potato 1st Quality, 1, 12 to 15,2017-07-26
Potato 2nd Quality, 1, 10,2017-07-26
Coconut 1st Quality, –, 35,2017-07-26
Coconut 2nd Quality, –, 30,2017-07-26
Green Chilli, 1, 65 to 80,2017-07-26
Cauliflower 1st Quality, –, 25 to 30,2017-07-26
Cauliflower 2nd Quality, –, 20 to 25,2017-07-26
Katharikai Pachai, 1, 30,2017-07-26
Katharikai ootha, 1, 20,2017-07-26
Valai Thar, –, 32,2017-07-26
Karuveppilai/Curry Leaf, 1 Kattu, 20 to 30,2017-07-26
Pudalangai/Snake gourd 1st Quality, 1, 30,2017-07-26
Pudalangai/Snake gourd 2nd Quality, 1, 25,2017-07-26
Kothamalli 1st Quality, 1 kattu, 25,2017-07-26
Kothamalli 2nd Quality, 1 kattu, 20,2017-07-26
Mullangi 1st Quality, 1, 25,2017-07-26
Mullangi 2nd Quality, 1, 20,2017-07-26
Inji/Ginger, 1, 45 to 50,2017-07-26
Butter Beans, 1, 90 to 100,2017-07-26
Mutta Kose, 1, 10 to 12,2017-07-26
Pachai Pattani, 1, 90 to 100,2017-07-26
Pakarkai, 1, 25 to 30,2017-07-26
Nookal, 1, 40,2017-07-26
Chaw Chaw, 1, 12 to 15,2017-07-26
Kovakkai, 1, 25,2017-07-26
Kothavarangai, 1, 25 to 32,2017-07-26
Nellikai, 1, 40 to 45,2017-07-26
Narthangai, 1, 45,2017-07-26
Vellarikai, 1, 25,2017-07-26
Lemon, 1, 35,2017-02-25
Tomato/Thakkali 1st Quality, 1, 30,2017-02-25
Tomato/Thakkali 2nd Quality, 1, 25,2017-02-25
Small Onion, 1, 35 to 45,2017-02-25
Bellary (Big Onion), 1, 12 to 15,2017-02-25
Beans 1st Quality, –, 70,2017-02-25
Beans 2nd Quality, 1, 65,2017-02-25
Carrot 1st Quality, 1, 20,2017-02-25
Carrot 2nd Quality, 1, 15,2017-02-25
Vendai Kai/Lady Finger, 1, 50,2017-02-25
Maram Murungai, 1, 8  to 9,2017-02-25
Chedi Murungai, 1, 10,2017-02-25
Avarai Ottu, 1, 17 to 22,2017-02-25
Pachai Payaru, 1, 40,2017-02-25
Vellai Payaru, 1, 32,2017-02-25
Suraikai, 1, 8,2017-02-25
Beetroot, 1, 10,2017-02-25
Sunami Sambar, 1, 20,2017-02-25
Pusanikai, 1, 12 to 15,2017-02-25
Kalla Manga/Mango, 1, 21,2017-02-25
Orutu Manga/Mango, 1, 12 to 17,2017-02-25
Potato 1st Quality, 1, 12 to 15,2017-02-25
Potato 2nd Quality, 1, 7 to 10,2017-02-25
Coconut 1st Quality, –, 28 to 30,2017-02-25
Coconut 2nd Quality, –, 23 to 25,2017-02-25
Green Chilli, 1, 14 to37,2017-02-25
Cauliflower 1st Quality, –, 25 to 30,2017-02-25
Cauliflower 2nd Quality, –, 20  to 25,2017-02-25
Katharikai Pachai, 1, 40 to 45,2017-02-25
Katharikai ootha, 1, 20 to 25,2017-02-25
Valai Thar, –, 25 to 26,2017-02-25
Karuveppilai/Curry Leaf, 1 Kattu, 26 to 30,2017-02-25
Pudalangai/Snake gourd 1st Quality, 1, 12 to 17,2017-02-25
Pudalangai/Snake gourd 2nd Quality, 1, 7 to 12,2017-02-25
Kothamalli 1st Quality, 1 kattu, 15 to 20,2017-02-25
Kothamalli 2nd Quality, 1 kattu, 10 to 15,2017-02-25
Mullangi 1st Quality, 1, 25  to 30,2017-02-25
Mullangi 2nd Quality, 1, 20 to 25,2017-02-25
Inji/Ginger, 1, 25,2017-02-25
Butter Beans, 1, 120 to 130,2017-02-25
Mutta Kose, 1, 8 to 10,2017-02-25
Pachai Pattani, 1, 25,2017-02-25
Pakarkai, 1, 25 to 35,2017-02-25
Nookal, 1, 15,2017-02-25
Chaw Chaw, 1, 20 to 25,2017-02-25
Kovakkai, 1, 12 to 15,2017-02-25
Kothavarangai, 1, 20 to 30,2017-02-25
Lemon, 1, 30 to 35,2017-02-10
Tomato/Thakkali 1st Quality, 1, 20 to 25,2017-02-10
Tomato/Thakkali 2nd Quality, 1, 15 to 20,2017-02-10
Small Onion, 1, 30 to 35,2017-02-10
Bellary (Big Onion), 1, 10 to 12,2017-02-10
Beans 1st Quality, –, 40 to 55,2017-02-10
Beans 2nd Quality, 1, 35 to 50,2017-02-10
Carrot 1st Quality, 1, 15 to 20,2017-02-10
Carrot 2nd Quality, 1, 5 to 10,2017-02-10
Vendai Kai/Lady Finger, 1, 65,2017-02-10
Maram Murungai, 1, 14,2017-02-10
Chedi Murungai, 1, 18 to 27,2017-02-10
Avarai Ottu, 1, 30,2017-02-10
Pachai Payaru, 1, 45,2017-02-10
Vellai Payaru, 1, 34,2017-02-10
Suraikai, 1, 9,2017-02-10
Beetroot, 1, 6,2017-02-10
Sunami Sambar, 1, 16 to 17,2017-02-10
Pusanikai, 1, 9,2017-02-10
Kalla Manga/Mango, 1, 15 to 24,2017-02-10
Orutu Manga/Mango, 1, 45 to 50,2017-02-10
Potato 1st Quality, 1, 15 to 20,2017-02-10
Potato 2nd Quality, 1, 12 to 15,2017-02-10
Coconut 1st Quality, –, 34 to 36,2017-02-10
Coconut 2nd Quality, –, 30 to 32,2017-02-10
Green Chilli, 1, 15 to 35,2017-02-10
Cauliflower 1st Quality, –, 18 to 20,2017-02-10
Cauliflower 2nd Quality, –, 15 to 16,2017-02-10
Katharikai Pachai, 1, 20 to 25,2017-02-10
Katharikai ootha, 1, 20,2017-02-10
Valai Thar, –, 26 to 28,2017-02-10
Karuveppilai/Curry Leaf, 1 Kattu, 35,2017-02-10
Pudalangai/Snake gourd 1st Quality, 1, 25,2017-02-10
Pudalangai/Snake gourd 2nd Quality, 1, _,2017-02-10
Kothamalli 1st Quality, 1 kattu, 10 to 15,2017-02-10
Kothamalli 2nd Quality, 1 kattu, 10 to 12,2017-02-10
Mullangi 1st Quality, 1, 15 to 20,2017-02-10
Mullangi 2nd Quality, 1, 10 to 15,2017-02-10
Inji/Ginger, 1, 20 to 25,2017-02-10
Butter Beans, 1, 60 to 80,2017-02-10
Mutta Kose, 1, 8 to 10,2017-02-10
Pachai Pattani, 1, 30 to 35,2017-02-10
Pakarkai, 1, 26 to 30,2017-02-10
Nookal, 1, 28,2017-02-10
Chaw Chaw, 1, 20,2017-02-10
Kovakkai, 1, 25,2017-02-10
Kothavarangai, 1, 40 to 45,2017-02-10
Lemon, 1, 55 to 60,2017-03-30
Tomato/Thakkali 1st Quality, 1, 20 to 25,2017-03-30
Tomato/Thakkali 2nd Quality, 1, 15 to 20,2017-03-30
Small Onion, 1, 55 to 50,2017-03-30
Bellary (Big Onion), 1, 10 to 12,2017-03-30
Beans 1st Quality, –, 90 to 100,2017-03-30
Beans 2nd Quality, 1, 85 to 95,2017-03-30
Carrot 1st Quality, 1, 80,2017-03-30
Carrot 2nd Quality, 1, 75,2017-03-30
Vendai Kai/Lady Finger, 1, 28,2017-03-30
Maram Murungai, 1, 5 to 7,2017-03-30
Chedi Murungai, 1, 7,2017-03-30
Avarai Ottu, 1, 20 to 28,2017-03-30
Pachai Payaru, 1, 30,2017-03-30
Vellai Payaru, 1, 35,2017-03-30
Suraikai, 1, 9,2017-03-30
Beetroot, 1, 28 to 30,2017-03-30
Sunami Sambar, 1, 13 to 15,2017-03-30
Pusanikai, 1, 15 to 16,2017-03-30
Kalla Manga/Mango, 1, 15,2017-03-30
Orutu Manga/Mango, 1, 12,2017-03-30
Potato 1st Quality, 1, 12 to 15,2017-03-30
Potato 2nd Quality, 1, 7 to 10,2017-03-30
Coconut 1st Quality, –, 25 to 28,2017-03-30
Coconut 2nd Quality, –, 20 to 23,2017-03-30
Green Chilli, 1, 30 to 65,2017-03-30
Cauliflower 1st Quality, –, 20 to 25,2017-03-30
Cauliflower 2nd Quality, –, 15 to20,2017-03-30
Katharikai Pachai, 1, 55 to 60,2017-03-30
Katharikai ootha, 1, 40,2017-03-30
Valai Thar, –, 25,2017-03-30
Karuveppilai/Curry Leaf, 1 Kattu, 25 to 30,2017-03-30
Pudalangai/Snake gourd 1st Quality, 1, 30,2017-03-30
Pudalangai/Snake gourd 2nd Quality, 1, 25,2017-03-30
Kothamalli 1st Quality, 1 kattu, 30,2017-03-30
Kothamalli 2nd Quality, 1 kattu, 25,2017-03-30
Mullangi 1st Quality, 1, 30,2017-03-30
Mullangi 2nd Quality, 1, 25,2017-03-30
Inji/Ginger, 1, 25,2017-03-30
Butter Beans, 1, 160,2017-03-30
Mutta Kose, 1, 15 to 18,2017-03-30
Pachai Pattani, 1, 60 to 80,2017-03-30
Pakarkai, 1, 45 to 50,2017-03-30
Nookal, 1, 20 to 40,2017-03-30
Chaw Chaw, 1, 25 to 30,2017-03-30
Kovakkai, 1, 23,2017-03-30
Kothavarangai, 1, 20 to 25,2017-03-30
Lemon, 1, 60 to 70,2017-10-06
Tomato/Thakkali 1st Quality, 1, 15 to 20,2017-10-06
Tomato/Thakkali 2nd Quality, 1, 10,2017-10-06
Small Onion, 1, 80 to 100,2017-10-06
Bellary (Big Onion), 1, 27,2017-10-06
Beans 1st Quality, –, 50,2017-10-06
Beans 2nd Quality, 1, 45,2017-10-06
Carrot 1st Quality, 1, 30 to 35,2017-10-06
Carrot 2nd Quality, 1, 25 ti 30,2017-10-06
Vendai Kai/Lady Finger, 1, 10 to 12,2017-10-06
Maram Murungai, 1, 80,2017-10-06
Chedi Murungai, 1, 60 to 70,2017-10-06
Avarai Ottu, 1, 37 to 50,2017-10-06
Pachai Payaru, 1, 28,2017-10-06
Vellai Payaru, 1, 30,2017-10-06
Suraikai, 1, 6,2017-10-06
Beetroot, 1, 20 to 25,2017-10-06
Sunami Sambar, 1, 5.50,2017-10-06
Pusanikai, 1, 12,2017-10-06
Kalla Manga/Mango, 1, 85,2017-10-06
Orutu Manga/Mango, 1, 65 to 90,2017-10-06
Potato 1st Quality, 1, 15 to 20,2017-10-06
Potato 2nd Quality, 1, 10,2017-10-06
Coconut 1st Quality, –, 40 to 45,2017-10-06
Coconut 2nd Quality, –, 35 to 40,2017-10-06
Green Chilli, 1, 25 to 30,2017-10-06
Cauliflower 1st Quality, –, 20 to 25,2017-10-06
Cauliflower 2nd Quality, –, 15 to 20,2017-10-06
Katharikai Pachai, 1, 50,2017-10-06
Katharikai ootha, 1, 35,2017-10-06
Valai Thar, –, 26,2017-10-06
Karuveppilai/Curry Leaf, 1 Kattu, 10,2017-10-06
Pudalangai/Snake gourd 1st Quality, 1, 15,2017-10-06
Pudalangai/Snake gourd 2nd Quality, 1, –,2017-10-06
Kothamalli 1st Quality, 1 kattu, 60 to 70,2017-10-06
Kothamalli 2nd Quality, 1 kattu, 55 to 65,2017-10-06
Mullangi 1st Quality, 1, 30 to 35,2017-10-06
Mullangi 2nd Quality, 1, 25 to 30,2017-10-06
Inji/Ginger, 1, 45 to 50,2017-10-06
Butter Beans, 1, 120,2017-10-06
Mutta Kose, 1, 35 to 40,2017-10-06
Pachai Pattani, 1, 120,2017-10-06
Pakarkai, 1, 30,2017-10-06
Nookal, 1, 30,2017-10-06
Chaw Chaw, 1, 8 to 10,2017-10-06
Kovakkai, 1, 28 to 30,2017-10-06
Kothavarangai, 1, 12,2017-10-06
Nellikai, 1, 20 to 25,2017-10-06
Narthangai, 1, 20 to 30,2017-10-06
Vellarikai, 1, 23,2017-10-06
Lemon/எலுமிச்சை,1, 25,2017-11-25
Tomato/தக்காளி 1st Quality,1, 20 to 25,2017-11-25
Tomato/தக்காளி 2nd Quality,1, 15 to 20,2017-11-25
Small Onion/சிறிய வெங்காயம்,1, 110 to 130,2017-11-25
Bellary/பெல்லாரி,1, 40 to 45,2017-11-25
Beans/பீன்ஸ் 1st Quality,1, 20 to 25,2017-11-25
Beans/பீன்ஸ் 2nd Quality,1, 15 to 20,2017-11-25
Carrot/கேரட் 1st Quality,1, 40,2017-11-25
Carrot/கேரட் 2nd Quality,1, 35,2017-11-25
